3731513176	 0.000	 0.000	-0.000	-0.000	-0.000	 0.000	-0.001	-0.001	 0.000	-0.001
3731513177	-0.000	 0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.022	-0.001	-0.000
3731513178	 0.000	 0.001	-0.000	-0.000	-0.000	 0.000	 0.000	-0.023	-0.002	-0.000
3731513179	 0.000	 0.000	-0.000	-0.000	-0.000	 0.000	 0.000	-0.004	 0.000	-0.000
3731513180	 0.001	 0.001	 0.000	-0.000	-0.000	 0.000	 0.000	-10.740	22.163	-0.000
3731513181	 0.000	 0.000	 0.000	-0.000	-0.000	 0.000	-0.003	-26.056	62.843	 0.000
3731513182	 0.000	 0.000	 0.000	-0.000	-0.000	 0.000	-0.000	-26.737	66.489	 0.000
3731513183	 0.000	 0.000	-0.000	-0.000	-0.000	 0.000	 0.000	-26.756	66.890	 0.000
3731513184	 0.000	 0.000	-0.000	-0.000	-0.000	 0.000	 0.000	-26.839	67.121	 0.000
3731513185	 0.000	 0.001	-0.000	-0.000	 0.000	-0.000	 0.000	-26.760	67.003	 0.000
3731513186	 0.000	 0.001	-0.000	-0.000	-0.000	-0.000	-0.000	-26.837	67.124	 0.000
3731513187	-0.000	 0.001	-0.000	-0.001	-0.001	 0.000	-0.001	-26.855	67.163	 0.000
3731513188	-0.000	 0.001	-0.001	-0.001	-0.000	 0.000	-0.002	-26.993	67.461	 0.000
3731513189	-0.001	 0.001	-0.000	-0.000	-0.000	-0.000	-0.001	-27.004	67.499	 0.000
3731513190	-0.000	 0.000	-0.000	-0.000	-0.000	-0.000	-0.001	-26.909	67.250	 0.001
3731513191	-0.001	 0.000	-0.000	 0.000	-0.000	-0.001	-0.000	-26.924	67.378	 0.000
3731513192	-0.001	 0.001	-0.000	-0.000	-0.000	-0.000	-0.000	-27.220	67.937	 0.000
3731513193	-0.000	 0.001	-0.000	-0.000	-0.000	-0.000	-0.000	-26.981	67.424	 0.000
3731513194	-0.000	 0.001	 0.000	-0.000	-0.000	-0.000	-0.003	-27.036	67.519	-0.001
3731513195	-0.000	 0.000	-0.000	 0.000	-0.000	-0.001	-0.005	-27.269	68.128	-0.001
3731513196	-0.000	 0.000	-0.000	-0.000	 0.000	-0.000	-0.001	-27.194	67.941	-0.000
